Tipo,Clave,Número de Documento,Código Cliente,Folio,Fecha de Documento,Último día mes Documento,Fecha de Vencimiento,Monto Documento,Número de Pago_SAP,Fecha de Pago,Monto Pago,Número de Pago,Importe Acumulado de Pagos,Importe Acumulado al Saldo
Factura,VENTA,F10397,C034,FOL-10397,2022-07-22,2022-07-28,2022-08-21,5753,P10397,2022-08-24,5753,P10397,5753,0
Factura,VENTA,F10398,C034,FOL-10398,2022-08-18,2022-08-28,2022-09-17,6052,P10398,2022-09-23,6052,P10398,6052,0
Factura,VENTA,F10399,C034,FOL-10399,2022-09-25,2022-09-28,2022-10-25,1640,P10399,2022-11-05,1640,P10399,1640,0
Factura,VENTA,F10400,C034,FOL-10400,2022-10-18,2022-10-28,2022-11-17,3135,P10400,,0,P10400,0,3135
Factura,VENTA,F10401,C034,FOL-10401,2022-11-24,2022-11-28,2022-12-24,2007,P10401,2022-12-21,2007,P10401,2007,0
Factura,VENTA,F10402,C034,FOL-10402,2022-12-19,2022-12-28,2023-01-18,4495,P10402,2023-01-13,4495,P10402,4495,0
Factura,VENTA,F10403,C034,FOL-10403,2023-01-21,2023-01-28,2023-02-20,1236,P10403,2023-02-26,1236,P10403,1236,0
Factura,VENTA,F10404,C035,FOL-10404,2023-08-06,2023-08-28,2023-09-05,1468,P10404,2023-08-31,1468,P10404,1468,0
Factura,VENTA,F10405,C035,FOL-10405,2023-09-04,2023-09-28,2023-10-04,1611,P10405,2023-10-19,1611,P10405,1611,0
Factura,VENTA,F10406,C035,FOL-10406,2023-10-04,2023-10-28,2023-11-03,1996,P10406,2023-11-07,1996,P10406,1996,0
Factura,VENTA,F10407,C035,FOL-10407,2023-11-05,2023-11-28,2023-12-05,6502,P10407,2023-12-24,6502,P10407,6502,0
Factura,VENTA,F10408,C035,FOL-10408,2023-12-05,2023-12-28,2024-01-04,4474,P10408,2024-01-01,4474,P10408,4474,0
Factura,VENTA,F10409,C035,FOL-10409,2023-12-28,2023-12-28,2024-01-27,2896,P10409,2024-01-26,2896,P10409,2896,0
Factura,VENTA,F10410,C035,FOL-10410,2024-02-04,2024-02-28,2024-03-05,6757,P10410,2024-03-13,6757,P10410,6757,0
Factura,VENTA,F10411,C035,FOL-10411,2024-02-27,2024-02-28,2024-03-28,3160,P10411,2024-03-26,3160,P10411,3160,0
Factura,VENTA,F10412,C035,FOL-10412,2024-03-27,2024-03-28,2024-04-26,2753,P10412,2024-05-16,2753,P10412,2753,0
Factura,VENTA,F10413,C035,FOL-10413,2024-05-03,2024-05-28,2024-06-02,1314,P10413,2024-06-12,1314,P10413,1314,0
Factura,VENTA,F10414,C035,FOL-10414,2024-06-03,2024-06-28,2024-07-03,934,P10414,2024-07-16,934,P10414,934,0
Factura,VENTA,F10415,C035,FOL-10415,2024-06-28,2024-06-28,2024-07-28,6686,P10415,2024-08-05,6686,P10415,6686,0
Factura,VENTA,F10416,C036,FOL-10416,2026-03-21,2026-03-28,2026-04-20,2770,P10416,2026-04-20,2770,P10416,2770,0
Factura,VENTA,F10417,C036,FOL-10417,2026-04-16,2026-04-28,2026-05-16,5088,P10417,2026-05-13,5088,P10417,5088,0
Factura,VENTA,F10418,C036,FOL-10418,2026-05-23,2026-05-28,2026-06-22,5257,P10418,2026-07-03,5257,P10418,5257,0
Factura,VENTA,F10419,C037,FOL-10419,2026-01-04,2026-01-28,2026-02-03,4651,P10419,2026-04-03,4651,P10419,4651,0
Factura,VENTA,F10420,C037,FOL-10420,2026-02-01,2026-02-28,2026-03-03,6922,P10420,,0,P10420,0,6922
Factura,VENTA,F10421,C037,FOL-10421,2026-03-02,2026-03-28,2026-04-01,6804,P10421,2026-03-30,6804,P10421,6804,0
Factura,VENTA,F10422,C037,FOL-10422,2026-04-03,2026-04-28,2026-05-03,1892,P10422,,0,P10422,0,1892
Factura,VENTA,F10423,C037,FOL-10423,2026-04-30,2026-04-28,2026-05-30,6408,P10423,2026-06-16,6408,P10423,6408,0
Factura,VENTA,F10424,C037,FOL-10424,2026-06-04,2026-06-28,2026-07-04,5975,P10424,2026-07-03,5975,P10424,5975,0
Factura,VENTA,F10425,C038,FOL-10425,2021-02-02,2021-02-28,2021-03-04,3203,P10425,2021-03-24,3203,P10425,3203,0
Factura,VENTA,F10426,C038,FOL-10426,2021-03-07,2021-03-28,2021-04-06,1143,P10426,2021-04-10,1143,P10426,1143,0
Factura,VENTA,F10427,C038,FOL-10427,2021-04-11,2021-04-28,2021-05-11,4062,P10427,2021-05-23,4062,P10427,4062,0
Factura,VENTA,F10428,C038,FOL-10428,2021-05-10,2021-05-28,2021-06-09,2875,P10428,,0,P10428,0,2875
Factura,VENTA,F10429,C038,FOL-10429,2021-06-07,2021-06-28,2021-07-07,1191,P10429,2021-07-12,1191,P10429,1191,0
Factura,VENTA,F10430,C038,FOL-10430,2021-07-06,2021-07-28,2021-08-05,1819,P10430,2021-08-13,1819,P10430,1819,0
Factura,VENTA,F10431,C038,FOL-10431,2021-08-07,2021-08-28,2021-09-06,6889,P10431,2021-09-13,6889,P10431,6889,0
Factura,VENTA,F10432,C038,FOL-10432,2021-09-05,2021-09-28,2021-10-05,2330,P10432,2021-10-15,2330,P10432,2330,0
Factura,VENTA,F10433,C038,FOL-10433,2021-10-05,2021-10-28,2021-11-04,5053,P10433,2021-11-01,5053,P10433,5053,0
Factura,VENTA,F10434,C038,FOL-10434,2021-11-05,2021-11-28,2021-12-05,1446,P10434,2021-12-05,1446,P10434,1446,0
Factura,VENTA,F10435,C038,FOL-10435,2021-12-07,2021-12-28,2022-01-06,3206,P10435,2022-01-03,3206,P10435,3206,0
Factura,VENTA,F10436,C038,FOL-10436,2022-01-03,2022-01-28,2022-02-02,6214,P10436,2022-02-11,6214,P10436,6214,0
Factura,VENTA,F10437,C039,FOL-10437,2021-06-13,2021-06-28,2021-07-13,6450,P10437,2021-07-22,6450,P10437,6450,0
Factura,VENTA,F10438,C039,FOL-10438,2021-07-11,2021-07-28,2021-08-10,6754,P10438,2021-08-16,6754,P10438,6754,0
Factura,VENTA,F10439,C039,FOL-10439,2021-08-16,2021-08-28,2021-09-15,3049,P10439,2021-10-05,3049,P10439,3049,0
Factura,VENTA,F10440,C039,FOL-10440,2021-09-09,2021-09-28,2021-10-09,1414,P10440,2021-10-16,1414,P10440,1414,0
Factura,VENTA,F10441,C039,FOL-10441,2021-10-14,2021-10-28,2021-11-13,5003,P10441,2021-11-29,5003,P10441,5003,0
Factura,VENTA,F10442,C039,FOL-10442,2021-11-10,2021-11-28,2021-12-10,1055,P10442,2021-12-24,1055,P10442,1055,0
Factura,VENTA,F10443,C039,FOL-10443,2021-12-15,2021-12-28,2022-01-14,1085,P10443,2022-01-16,1085,P10443,1085,0
Factura,VENTA,F10444,C039,FOL-10444,2022-01-12,2022-01-28,2022-02-11,3766,P10444,2022-02-24,3766,P10444,3766,0
Factura,VENTA,F10445,C039,FOL-10445,2022-02-06,2022-02-28,2022-03-08,5756,P10445,2022-03-17,5756,P10445,5756,0
Factura,VENTA,F10446,C039,FOL-10446,2022-03-13,2022-03-28,2022-04-12,3847,P10446,2022-04-09,3847,P10446,3847,0
Factura,VENTA,F10447,C039,FOL-10447,2022-04-09,2022-04-28,2022-05-09,5137,P10447,2022-05-14,5137,P10447,5137,0
Factura,VENTA,F10448,C039,FOL-10448,2022-05-11,2022-05-28,2022-06-10,2844,P10448,2022-06-05,2844,P10448,2844,0
Factura,VENTA,F10449,C040,FOL-10449,2024-02-26,2024-02-28,2024-03-27,5041,P10449,2024-04-08,5041,P10449,5041,0
Factura,VENTA,F10450,C040,FOL-10450,2024-03-21,2024-03-28,2024-04-20,2944,P10450,2024-05-07,2944,P10450,2944,0
Factura,VENTA,F10451,C040,FOL-10451,2024-04-26,2024-04-28,2024-05-26,2557,P10451,2024-05-30,2557,P10451,2557,0
Factura,VENTA,F10452,C040,FOL-10452,2024-05-26,2024-05-28,2024-06-25,2439,P10452,2024-06-22,2439,P10452,2439,0
Factura,VENTA,F10453,C040,FOL-10453,2024-06-25,2024-06-28,2024-07-25,2214,P10453,2024-08-03,2214,P10453,2214,0
Factura,VENTA,F10454,C040,FOL-10454,2024-07-19,2024-07-28,2024-08-18,6386,P10454,2024-08-23,6386,P10454,6386,0
Factura,VENTA,F10455,C040,FOL-10455,2024-08-22,2024-08-28,2024-09-21,6612,P10455,,0,P10455,0,6612
Factura,VENTA,F10456,C040,FOL-10456,2024-09-20,2024-09-28,2024-10-20,2090,P10456,2024-11-06,2090,P10456,2090,0
Factura,VENTA,F10457,C040,FOL-10457,2024-10-18,2024-10-28,2024-11-17,3761,P10457,2024-11-15,3761,P10457,3761,0
Factura,VENTA,F10458,C040,FOL-10458,2024-11-18,2024-11-28,2024-12-18,1937,P10458,2024-12-28,1937,P10458,1937,0
Factura,VENTA,F10459,C040,FOL-10459,2024-12-15,2024-12-28,2025-01-14,3756,P10459,2025-01-20,3756,P10459,3756,0
Factura,VENTA,F10460,C040,FOL-10460,2025-01-21,2025-01-28,2025-02-20,5319,P10460,2025-02-17,5319,P10460,5319,0
